trial_number,label,channel3_mean,channel3_std,channel3_var,channel3_min,channel3_max,channel3_range,channel3_skewness,channel3_kurtosis,channel3_zero_crossing_rate,channel3_signal_energy,channel3_delta_power,channel3_theta_power,channel3_alpha_power,channel3_mu_power,channel3_beta_power,channel3_gamma_power,channel4_mean,channel4_std,channel4_var,channel4_min,channel4_max,channel4_range,channel4_skewness,channel4_kurtosis,channel4_zero_crossing_rate,channel4_signal_energy,channel4_delta_power,channel4_theta_power,channel4_alpha_power,channel4_mu_power,channel4_beta_power,channel4_gamma_power
95,0,-2128.9554566624392,974.8288812474966,950291.3477142459,-3343.2738580013047,-395.6924529698808,2947.581405031424,0.30413458088235423,-1.3457832821630433,0.0,2050545763.8784657,26887072195.430405,7410441.944811308,460798.31830088916,367549.86343064014,16235.422868056165,2429.518003538498,1391.5557989482884,504.138371734751,254155.497855366,509.00244115663895,2286.480899685565,1777.478458528926,-0.008443447113762069,-1.137982116812987,0.0,819278056.7512989,9295975674.520302,4304125.707945277,52884.78219516927,43838.349273337415,13911.413842098256,2836.269148282496
96,0,-262.70099946192,392.16728987985096,153795.18325170706,-1345.4027886488195,111.15654995976126,1456.5593386085807,-1.1403805258659112,0.156609798446548,0.0053475935828877,83329817.39037953,278240946.62432784,2145360.7224375224,141297.77261738505,117680.05091148015,10181.173347479207,2175.357307505789,82.02686991437847,171.85037734916864,29532.552195051656,-97.8027217860314,535.5353071291777,633.3380289152091,0.8497862882505981,-0.50529552284591,0.00267379679144385,13561598.88404276,79377001.88707078,627188.1653010428,43969.04624246869,34615.4812274242,11919.648941083682,2463.086340466009
97,0,-4672.390999711897,1933.1754785273022,3737167.4307792634,-7225.346259174212,-1352.6079940639297,5872.738265110282,0.1384522586534332,-1.3807675283418064,0.0,9562583501.778034,113726203223.5549,35465997.74900066,2833540.69916947,2735457.656009019,4356122.213558759,9059004.701142885,181.79093403984544,233.87003348780487,54695.19256358697,-194.07144994913548,577.6380693333159,771.7095192824514,0.32216839930158075,-1.4064208520716133,0.01871657754010695,32815932.962237235,302925822.43427277,615745.0871366797,186680.54719618874,149329.378939618,189286.63549202553,448685.3122246731
98,0,-3889.0124543054058,1988.8866306113284,3955670.029424483,-7049.686290490696,-338.9526739737643,6710.733616516932,0.08847777805409911,-1.1871881809055524,0.0,7135952874.288471,80498370412.13281,48067257.19941777,1639490.5738949704,1342773.9741068122,1470648.88050953,1733447.9892427148,715.6580480869022,71.4817190366676,5109.636156437087,578.9074946123728,876.0366536343761,297.12915902200325,0.4074168768893989,-0.6041505678313452,0.0,193461253.152549,2166461184.5458097,27269.456562975698,119981.54448207987,109687.46939330605,38120.69160246398,68832.56748635661
99,0,6536.520631191882,6183.594014920258,38236834.941357635,-325.47181676695504,18327.924278738836,18653.396095505792,0.8274889323328253,-0.7086718949739583,0.00267379679144385,30280138401.854683,149874804102.87778,1704614085.6617687,58291849.97095705,44415448.58628675,937752.7216502539,61295.4311792905,941.5098542908419,255.29558371581786,65175.835064800165,72.37043632182096,1185.2506722692972,1112.8802359474762,-1.7554405630182175,2.1775744031160773,0.0,355904623.65604436,5645966501.189172,4963879.819617065,141586.66927549848,168808.54671828545,32239.985408753462,3578.309054297446
100,0,16498.723719731104,1009.5606019737601,1019212.6090576209,15481.223736254437,19337.640675420695,3856.416939166258,1.1000316156425396,0.2924048113320721,0.0,102186934273.91425,1057445868428.0352,5715224.896038766,41220.3555780068,36996.01884735921,4089.065663271795,1697.727634255728,-2374.175695924756,1037.6188763086288,1076652.9324719815,-3958.2429363705146,54.81485122579184,4013.0577875963063,0.4974689226187304,-0.4398597148203409,0.00267379679144385,2510797824.679326,53168454508.171104,239620468.60994315,6609101.642493571,5098140.689843974,67336.59136094594,4576.472483125566
101,0,3919.52046390883,13055.708467212615,170451523.58084714,-12084.333032053715,20403.77618939112,32488.109221444836,0.15560268231471108,-1.6937019401227955,0.00267379679144385,69494497428.69487,1067106142379.2501,7908171243.676106,193531420.00177968,153750199.8849032,23392095.071862504,4861562.493856678,-517.0237580097901,476.4042396857826,226960.99959058862,-1523.164130071411,117.05106128980424,1640.2151913612151,-0.4756107412908304,-0.9870980146097894,0.00267379679144385,184858687.66049582,1426572835.8201547,1856265.1752870565,28387.566924492527,22466.50447581496,11161.013674834741,5088.325714891601
102,0,-9728.726639031036,2102.7220336374085,4421439.95074424,-12179.793709780304,-5327.710592037664,6852.08311774264,0.6268348433361904,-0.9323217650541373,0.0,37052016175.9334,488082252113.777,37799808.211215325,1198930.164423375,918992.1127747272,127967.91025314362,19405.943699705098,244.2757838425728,46.958963176571814,2205.1442226186277,119.77917554100588,298.89967931260344,179.12050377159755,-0.7421461562332639,-0.4594525390940336,0.0,23141550.24515121,393503599.96962136,39999.185830059585,23071.498988258652,22153.765152742148,3077.9768498997782,825.5111802129021
103,0,-2644.759158332236,1309.3700788618592,1714450.0034187115,-5301.722401889758,-832.4531887666781,4469.26921312308,-0.45711524239713297,-1.1503260556291142,0.0,3257241177.3663545,29310573155.278282,14199648.379295276,737031.7819474963,608685.6838159742,35174.01834618107,3352.9574125517042,-261.1739355495678,297.96174342064415,88781.20054226977,-851.5298661185407,163.86972358578532,1015.399589704326,-0.3317008294268085,-1.1130049074481312,0.00267379679144385,58715391.40711712,479160700.83480805,608585.4032524618,9292.404023247002,7865.950084435342,2253.8804674890916,642.7245258860222
104,0,-1485.0505405772633,661.0923466232986,437043.09076389956,-2815.196432271532,-410.97345060328007,2404.222981668252,-0.39881816183584934,-1.0638813079023584,0.0,988264406.3634379,9618803557.142998,12812011.551315596,1510567.9387635693,1430366.6961028378,1373842.1038222553,1893756.8967722633,-1552.455667815723,375.7653461115926,141199.59533836495,-2075.35715662429,-844.6814289845315,1230.6757276397584,0.20594697672174006,-1.2328552793694536,0.0,954193005.2559512,13685376403.918228,4449323.637006401,46162.49219515009,36187.4942030667,2221.9865072932685,1774.2573664113033
105,0,-3363.8788921330492,326.0178751224244,106287.6548993407,-3781.332672995962,-2683.8889223190463,1097.443750676916,0.35949704153783807,-1.0762155428182443,0.0,4271816352.0832667,62838359486.99341,1421278.2701501127,629316.289139776,524338.865579535,12747.513559383086,2794.104944920118,1684.7793039844482,1150.3130473541569,1323220.1069132066,-1132.3995309734892,2904.699694922425,4037.099225895914,-1.025207091738487,-0.21712864689608224,0.00267379679144385,1556476327.3577752,37368736126.410385,106295694.97420436,3479415.98660545,2907213.767991113,148197.65002504326,15016.676416828694
106,0,-985.4274459107576,779.7401141166362,607994.6455626248,-2670.3621706328963,342.2041595548956,3012.566330187792,-0.6604011214491057,-0.761882315697346,0.0053475935828877,590569149.3720921,3805961888.9556985,13632178.043480702,9378690.22118296,8809558.096624445,8081759.210234505,9533630.1434446,895.4836516895743,499.9019742183125,249901.98382736638,208.207369771932,1815.3139656216583,1607.1065958497263,0.30068434365154534,-1.2493650475717206,0.0,393370564.8972273,3798690647.3759923,3045354.8545903545,450729.774406316,482036.6954096798,487425.26360207377,561582.3108223256
107,0,-988.2738663573699,956.2410406955777,914396.9279105616,-3182.483060294569,-13.437548592124584,3169.0455117024444,-0.7352493714800611,-0.7450773089116405,0.0,707264728.9004792,4640123630.062545,5939241.952663694,265978.7389421202,200354.46865424767,12391.860915667346,3116.403831430418,-17.28378489304303,72.09137198846777,5197.165915179636,-87.50405945613431,204.899289275294,292.4033487314283,1.3174541875648353,0.7765871539010658,0.0053475935828877,2055464.7806428233,35751036.710267186,121752.15933646646,990.8060551269327,4281.43735953764,16397.923652372443,2754.6822919270758
108,0,-6286.650479349879,1401.0498278388459,1962940.6200872597,-7847.299671801176,-3202.095291402715,4645.204380398462,0.7713367121649954,-0.7053662955177264,0.0,15515358161.229399,241416656321.33276,20639786.09755406,469285.4483143321,407935.1490080862,21062.082000227532,1551.428435276067,468.3533677270381,278.32578544754193,77465.24284499115,9.555876754491578,852.5288688998671,842.9729921453755,-0.22011519700026416,-1.3963614769646437,0.0,111010724.84493728,1437175287.3463728,2751619.6128956615,128568.065527689,96825.55156692376,13864.628184221567,7039.69644567293
109,0,-1113.3946546696054,3295.358316973448,10859386.437246077,-6257.937706903147,6294.555482647882,12552.493189551029,0.21231187535491344,-1.0787347769920557,0.00267379679144385,4525038751.265554,40357864610.68869,72732304.35855784,2036673.9395749366,1645638.5024062023,43314.80878488114,3672.0806450682444,1014.1628964928598,112.95567920121177,12758.985463807065,848.1051441319348,1410.60885412241,562.5037099904753,0.5025525426037116,-0.43558932286195917,0.0,389440726.91638625,4369562649.087195,183374.21845860546,145673.1079204741,112887.84795144359,7939.383426984503,905.1896448477088
110,0,15022.073289578067,4536.831597654602,20582840.945477206,5234.780369156808,19811.02795927428,14576.247590117473,-0.9604695463566213,-0.7034815106084036,0.0,92095827046.73659,1671620348579.211,7983287327.071439,408285108.7082119,318860649.8386939,3942955.0880299583,247335.7272142972,-879.2682181237797,2095.803785266043,4392393.506335475,-4092.6741180038266,1343.539100867779,5436.213218871606,-0.36175924353687666,-1.5992584826072833,0.00267379679144385,1931899283.546028,27302411351.969734,410975584.88819593,28519570.84913154,23805348.254031,1549992.6587648496,873812.0056377624
111,0,14243.902088371275,7670.104226563236,58830498.84634322,-5509.252774784426,19888.331478539723,25397.58425332415,-1.423880515368037,0.48357741417416467,0.00267379679144385,97882997835.49458,1913814928310.339,4647615946.1190195,52525799.40125758,42823304.89567384,6715872.33616667,109442.20930340019,-1547.7408661951104,812.5510216389753,660239.1627665425,-3129.6871281520753,-365.0747515638959,2764.6123765881794,-0.28783174504661946,-1.1511265204978847,0.0,1142847115.919693,11218609855.35916,5181291.035886158,99479.36469972979,82134.59526878607,4132.447476323174,2826.255376248595
112,0,-10304.969488594908,1461.7830743911827,2136809.756576538,-11921.96589739522,-5611.80199247392,6310.163904921299,0.9382110648581103,0.42374912352008653,0.0,40515123013.12575,628547484300.7059,36686894.86346666,307508.9087439129,239032.33041247894,22461.661008402833,3372.8066169328317,81.30812427046682,183.64875325868007,33726.86457346756,-361.88122670527537,254.56984879312583,616.4510754984012,-0.8622101816768686,-0.5492020808522589,0.00267379679144385,15086365.491547616,204983373.3060309,251480.9547879432,9356.775344418356,7416.629667924311,3315.194252436699,368.3204428960981
113,0,-4751.709094149013,2226.35837679879,4956671.621942141,-8630.444047605995,-1371.5132401133003,7258.930807492695,-0.1339670338967421,-1.2976392584045648,0.0,10298243690.572857,109883489165.20279,35884147.90580612,799218.3130101744,626561.9291408819,22534.371953399703,1593.3445554021557,-61.82001372633907,238.67379951337475,56965.1825741506,-571.6581375289243,243.57885582644667,815.2369933553709,-0.5055719765575594,-0.9826447115367309,0.00267379679144385,22734299.35505698,168773900.39083984,530843.5299471371,22868.2661585577,20585.81342108337,1985.8220922910507,352.33659504903477
114,0,-924.8456153564742,398.2547249675207,158606.82595895554,-1884.7204444690897,-105.99649347825152,1778.7239509908381,-0.4843610465520941,-0.6417425059927724,0.0,379215893.087941,1570629730.57933,1919015.007702335,191538.89228416976,171903.4758264471,299877.63741235284,622714.6770075912,-1384.2838092792397,468.66005548997686,219642.2476118682,-2021.2929928371836,-574.7796605119802,1446.5133323252035,0.1247970576860044,-1.363462595956791,0.0,798820583.1794468,9445880955.126919,2738322.900889225,20499.65868445997,19672.844437323933,1348.3398410951586,958.4754486606307
115,0,-3064.5637982274434,527.4250740515868,278177.2087383218,-3861.8348068071346,-1897.6858264240468,1964.1489803830877,0.6752098161586946,-0.7766659185894986,0.0,3616478452.322057,50494646509.00019,3224987.600187903,2787266.435606603,2774198.19496972,2915832.8274252284,3156980.7811674024,1128.8066683217307,1612.2711542700356,2599418.274891233,-1865.658719282634,3056.9495038570676,4922.608223139701,-0.539280592951561,-1.2363842745157325,0.00267379679144385,1448734915.7327256,29442942888.413433,56891641.13725591,2502323.2650169567,1985164.2065863013,333667.79643025895,171891.11677369633
116,0,-1413.6819469157947,1000.611963305766,1001224.3011106198,-3173.0210942167823,887.9935636789005,4061.014657895683,-0.1810146442774241,-1.117360721730173,0.026737967914438502,1121895634.6066983,10476467112.72454,6339002.033918521,161300.68407979616,152472.86271294436,28665.780852517422,17965.55347653555,1157.807814055706,551.3414704446556,303977.41703207506,303.2818781487084,2149.079666563171,1845.7977884144625,0.16860008135596685,-1.277449432738774,0.0,615041635.3938773,6386489416.538075,2431316.3567920476,25283.199313901223,24341.425596275003,2818.297535308837,6711.986450479625
117,0,-560.5084232548489,725.2297139672999,525958.1380210916,-2298.1466980177097,157.06057335437094,2455.207271372081,-0.8527902291593339,-0.5348704974082814,0.008021390374331552,314207808.6297126,1797754811.5727284,4859171.120534127,228876.4616237223,175606.17994433647,16417.074175463466,1491.9707036816349,-10.785566490476421,126.88178875077784,16098.988316597013,-139.08283472614676,308.03110059534674,447.1139353214935,0.9402640643592229,-0.37755267315580143,0.00267379679144385,6064528.468657946,62853587.71274833,305534.18708654033,11978.487207127133,11013.142724427731,7511.555291996939,6976.14911026231
118,0,-5320.620366797618,1619.858562018506,2623941.760944662,-7248.339751888325,-2321.930703385602,4926.409048502723,0.3607610802272986,-1.3202406218232623,0.0,11568920625.348825,151198972202.5068,29300157.14440835,2318595.0010015587,1863035.6225137166,1141126.880288428,1338031.4586234111,300.5734816059235,297.3266397499714,88403.13070500927,-103.89330925957849,785.3839299716224,889.2772392312008,0.2458927699380313,-1.439463120100022,0.01871657754010695,66851583.157593675,631131224.9938748,1719347.0763090986,204419.5024894673,165299.93728178446,46480.13976261108,69145.57430659942
119,0,-2514.4182369646765,2849.2900575156896,8118453.83185776,-6677.01607560933,3119.018328521499,9796.034404130829,0.30734566213910575,-1.110297835632856,0.00267379679144385,5400841585.437128,61111712711.26157,78145186.36953324,6126744.3469971195,5328949.587153321,3961365.047952385,4591591.951138758,1021.8281150124102,138.82459045290045,19272.266914415537,787.4315509356833,1273.004645455476,485.5730945197928,0.11438458568186215,-1.1657749681772211,0.0,397713456.36554223,4607169037.923813,283470.91043610405,229775.78133702127,195561.36088940717,116378.01741690311,127348.85409793328
120,0,13650.814513838579,6077.564551001858,36936790.87159441,3164.901941438762,20019.613719408357,16854.711777969595,-0.45642140816751,-1.5307046389363892,0.0,83507291383.29483,1551441290559.8347,10991374152.053846,552387311.6854988,428216969.6059353,6712335.903861047,323175.812224757,-309.40032195110115,2120.649178402916,4497152.937860962,-4119.105159677299,1463.4587822424787,5582.563941919778,-0.7971998322444998,-1.0815684971571093,0.00267379679144385,1717737679.9095678,20359857866.5657,183528153.233319,7874136.320843048,6222176.820725375,860332.1930429238,43273.11715307284
121,0,14547.445603903687,7986.013164072419,63776406.25673797,-5601.606625632176,20260.08164292728,25861.688268559457,-1.3925916238966956,0.3472638488328821,0.00267379679144385,103001312865.87271,1976631906027.1304,4425527081.687431,33085541.286575805,26255613.067003675,2655013.840344614,181933.27443737607,-1863.3416056950302,851.2703018485015,724661.1268092388,-3494.4132865076103,-599.2396377016042,2895.173648806006,-0.24936085805784458,-1.1741300448827385,0.0,1569566946.8049414,16027668017.653666,5609983.068626068,90045.99497672159,74525.55558367522,4620.060200985424,925.2104438784253
122,0,-10305.257252975827,1497.9786073993644,2243939.908226139,-11961.58568247854,-5706.536614928024,6255.049067550516,0.8813762982450652,0.09496166368957137,0.0,40557407842.38063,625269585634.0486,67291777.94990313,2617029.939271659,2680739.892002687,1457630.5533311784,1173209.6719616728,-31.098536822110265,250.96836011147852,62985.11777704476,-595.2194199218236,269.81106537736855,865.0304852991922,-0.6332900268214475,-0.8154573342063722,0.00267379679144385,23918136.551800814,179953498.55635643,524274.7632720759,15129.435414223779,14374.961139176576,2062.6624708312943,847.0346040837991
123,0,-3975.0533188147756,2219.5162473199507,4926252.372117236,-8141.780693487382,-671.9854624337871,7469.795231053596,-0.2112322159056333,-1.2187339261820835,0.0,7752010671.067059,78236262515.20555,50307850.767513126,7395437.537001691,7021537.638583668,6666460.022000686,7246307.284860053,207.23420524529925,82.97431664232401,6884.737222260648,4.96874411552804,286.4348445783039,281.4661004627759,-0.8869090106339869,-0.5133950010578623,0.0,18636701.639170893,284796560.0105654,34684.01721584907,6333.717929758324,5524.144317197392,7404.828488626445,3988.7541194422943
124,0,67.19227995919523,296.31991918628125,87805.49450656427,-662.5805160117949,514.1755521731232,1176.7560681849181,-0.5788314018917139,-0.8158803210982666,0.026737967914438502,34527791.075261995,859000682.5241493,1200244.7950931787,177498.83317384473,142200.435286036,97355.05536678992,244484.1488876069,-537.8581099493161,364.5640572256797,132906.95182084863,-1240.9190778179088,2.67378045303397,1243.5928582709428,-0.26884599007430865,-1.1542688832931105,0.00267379679144385,157902163.54890314,1478744731.718919,1037871.6155085982,25017.4138703713,18804.657053794122,2407.4346381625346,993.0811333989525
125,0,-2329.8202874837493,1141.4384074232632,1302881.6379409556,-4144.499229829026,-431.57678126087785,3712.9224485681484,0.049340035148809074,-1.3504191506738115,0.0,2517373134.50702,29180718502.077496,11287987.793984517,165558.34150920267,162246.39615502415,5193.018990181286,1096.3068023250146,-1311.7605782878243,721.6035043615971,520711.6175069375,-1983.7598207718047,730.2221389314143,2713.981959703219,1.3242728730741378,0.6904575919917559,0.00267379679144385,838293859.6640973,18193059852.326775,6527412.487792589,57977.072867935545,45329.21296834287,2847.59794487357,622.2511991300727
126,0,-3044.433080040612,1073.9865896430472,1153447.1947331028,-5158.026198670456,-1030.3142015449546,4127.7119971255015,0.3383605746118041,-1.2022743058066243,0.0,3897835470.1184225,50166922201.85644,26612535.7112996,414390.7405539358,311308.7152187855,29043.128365519384,9923.618575689805,2077.8957925384434,561.9230527208223,315757.517179088,752.5475239323853,2932.222947272945,2179.67542334056,-0.20459156287226896,-0.9145981849913145,0.0,1732894757.243692,28508392797.28922,29360016.1132804,790946.4038996726,693348.7707810017,49792.02466889064,6827.229492779536
127,0,-159.1059038274001,353.1943103058272,124746.22083240892,-1022.2191884649044,199.99262262184337,1222.2118110867477,-0.9010911957304799,-0.5518070329110527,0.016042780748663103,56122780.1399634,393169796.6212973,4702442.036618925,203826.3409934833,189037.04575440945,337408.5387375235,837949.4563345232,469.78441790058395,384.0822211334688,147519.15259081885,-51.013859838400265,1274.234473799536,1325.2483336379364,0.45411172861528615,-1.000553758938594,0.00267379679144385,137712990.4079855,1098730687.735774,1761623.507232621,54392.474147618945,43378.03699784474,19193.003472655397,41948.44643409145
128,0,-1635.2278306309042,1173.8429514063278,1377907.2745663181,-4196.124331334537,-76.81748614807589,4119.306845186461,-0.5431351866927435,-0.9027259873569187,0.0,1515402122.4059284,11910279089.138676,9338729.862420624,3195402.043156928,3260707.3405220215,3933116.2153699137,4473312.993619958,-51.420972092026105,60.552508959961905,3666.6063413462666,-268.05078236677383,117.75546020445798,385.8062425712318,0.9661566455374944,1.2255069889887178,0.00267379679144385,2360210.2943759626,44120432.82750889,173933.44604031646,211230.3799866962,214519.40119731566,249243.70025497105,279475.9043068054
129,0,-6149.0882416888,912.0253064078439,831790.1595283216,-7221.8689818000385,-4219.49084331355,3002.3781384864888,0.49263828399847664,-1.0855960543321392,0.0,14452510559.987816,231190194412.91092,16489527.101319423,233810.71073236864,227751.16766007757,46568.84214281817,21609.46670675583,644.734484490267,272.06391722100165,74018.77505363604,119.03226308948864,1028.1709070147615,909.1386439252728,-0.4998181416410159,-1.132674898560272,0.0,183148297.62366787,2490925302.169463,2918857.842800684,120842.19765248109,99531.1116492872,6510.369306792244,3227.9576637869745
130,0,1236.75532091616,3844.6267563705956,14781154.895800686,-4471.080150049351,9014.453177519612,13485.533327568963,0.3228104298809292,-1.0668043517061205,0.00267379679144385,6100208763.736055,45973732038.677765,109717300.9218679,1766409.6429303202,1418536.4229704735,44289.00349783908,3626.786154401532,1132.2141210498526,113.93317653385266,12980.768715094033,941.835498831291,1341.4457432466902,399.61024441539917,0.12274087226834343,-1.2402255847201875,0.0,484288704.6477994,5588726024.498381,212656.82530137256,35274.411771635634,26710.639155529327,11322.34897359804,2765.5584992725867
131,0,17362.338564008714,2183.0384321624365,4765656.796298228,9071.82785864412,19563.706246380058,10491.878387735938,-2.5304332048733515,5.774474435345823,0.0,114524954995.62833,1402339425142.8572,173996435.50083563,29070327.25292775,22738178.71615007,139511.6963475784,9572.663534882557,-1569.5381083855477,1800.9856767330177,3243549.4077974856,-3897.305337999786,1345.19145925268,5242.496797252466,0.36202740869416905,-1.4237817642909623,0.00267379679144385,2134417731.2705164,55097197943.469696,468815896.7858129,28208233.66987102,21604722.305471096,117372.78736154048,10498.608762578206
132,0,5306.291153177529,12149.700244296704,147615216.0262634,-10826.83873910112,19241.40082606791,30068.23956516903,-0.05437924633185165,-1.7429715435993791,0.00267379679144385,65738706243.879,1174607463337.4724,4495221502.272337,70554484.21219529,55575142.01405422,6392229.628410523,2952310.71806501,-1026.6238275569654,607.9184297428723,369564.8172210395,-2298.875467794074,-223.06818404792767,2075.8072837461464,-0.4689536642064758,-1.0135626069381727,0.0,532396966.39775366,4628998193.846416,3287994.5032133316,71531.03110994172,59175.83499547145,3254.3610741956313,1966.046557951357
133,0,-8858.37694572552,1710.2595407438337,2924987.6967053087,-10988.124861949593,-5737.074260552903,5251.05060139669,0.25724691463619836,-1.3267478478101509,0.0,30442040348.66574,370847365148.8548,25553379.210523333,684049.2218672937,527101.9019381063,18544.59098044276,3034.7697018451945,-262.47017889270086,155.1764783565635,24079.73943514502,-659.6391427227397,-114.39879715369898,545.2403455690408,-1.0312434775762953,-0.20115168680080098,0.0,34770905.00692367,189494304.4668535,233649.3811865271,13983.668952478127,12356.111420685387,1590.9989321059522,663.4483866087321
134,0,-4069.361764489726,631.0986584914823,398285.51674974855,-5722.709425442872,-3434.138860292137,2288.570565150735,-1.0349419712999024,-0.03584534451883581,0.0,6342288516.9532175,56112056940.98162,1572835.3680174837,391285.5743808068,310330.19574201363,34661.38325395755,23493.20612542944,-1491.1642446017538,492.5200328202013,242575.98272921218,-2203.8431388871427,-664.0367801053137,1539.806358781829,0.09833993130776134,-1.3585350606284234,0.0,922338898.3783662,10937303199.698534,3258084.135660182,32591.850262119766,25713.334732465908,2347.525481259517,981.224300589153
135,0,-3726.4732671461607,844.5040970579956,713187.1699477405,-5417.008450620017,-2098.983085598235,3318.0253650217824,0.5444575410848287,-1.179155866604937,0.0,5460321527.582819,78735169270.55138,6518747.14169691,1444021.9510455318,1325592.5581651358,1880811.5684633357,4072579.6269375156,1672.9449227666535,1479.1027606334035,2187744.976513355,-1824.2504617911293,3176.620504539231,5000.870966330361,-1.049422789538567,-0.22585008132258677,0.00267379679144385,1864947144.4804056,47602936100.70593,220884501.2687017,3680137.308001017,3083574.3112322567,389924.33541044657,252008.16261518345
136,0,-2256.9658789590894,625.7375506969206,391547.4823521812,-3905.3184464889137,-1368.2606444969344,2537.0578019919794,-1.1485319885060976,0.09869915282489572,0.0,2051555480.4655216,15948256485.789545,5580251.475212471,5891791.130222543,5583385.249704516,4042101.4100048537,3178986.4006888717,924.3499467081919,355.2810384092705,126224.61625316952,575.8118459071216,1780.0159417424456,1204.204095835324,0.8626268823547678,-0.5061314572782472,0.0,366762142.64699495,3034392122.897876,1079853.239846227,201805.1304080993,214464.5815927367,236995.87865157996,172986.98140627393
137,0,-5234.758958391805,929.5616926263983,864084.9403984547,-6472.478347693413,-3241.8220943523415,3230.656253341071,0.32032005845603073,-1.0780647543559783,0.0,10571778073.530281,183646614463.26666,3199253.106546718,288677.2976515435,242007.021975644,171486.46033788918,348696.3056031682,1469.3653476485872,569.0681980270928,323838.6140058025,622.3044702054653,2566.381654711032,1944.0771845055665,0.2085038541001248,-1.2019239518904539,0.0,928594553.9397197,9849448037.862057,1594387.7221693818,39999.08495166191,38256.24742272106,20008.41248095556,29840.960358143588
138,0,2293.6014180583343,3992.8606288649144,15942936.00153952,-3226.9498843017373,9689.392974889175,12916.342859190912,0.4080811635589616,-1.2284532950318816,0.008021390374331552,7930125256.455563,137242608804.25143,8927065837.919216,367500157.6363566,282179637.9127566,5846977.555819448,480996.2172140131,3541.107375708464,625.986296266778,391858.8431137984,-1073.8315234721877,4439.546165072555,5513.377688544742,-1.2398045701672606,6.424662438426385,0.00267379679144385,4836306308.239596,76840387297.80725,14198624.012615552,2564393.3391773035,2475857.268742279,370975.4752791114,24919.26080868735
139,1,8823.367199712175,3836.8614634055366,14721505.889366476,3127.1249656136265,17317.71237223653,14190.587406622903,0.28652503554977843,-1.1274844861972984,0.0,34622419671.740845,348651244782.8725,93963604.6339854,14334781.036098668,12348118.058824943,6939723.89732077,5050662.954860674,-4776.014602661964,1510.3734368817506,2281227.9188379915,-8513.78067818115,-2265.750323450313,6248.030354730838,-0.11578336825071353,-1.0809758732587633,0.0,9384237232.975687,104651881991.21602,25148133.70084394,2215993.3378518666,1689450.5663765224,280224.0588164258,300750.10326915036
140,1,612.6771280202879,1103.4079240389865,1217509.046832026,-629.6057910378004,3099.1475608285064,3728.7533518663067,0.6678816297301419,-0.8546799638296725,0.008021390374331552,595737983.9516741,4013420118.05486,4990423.610825709,6660440.169129804,5476502.913591283,1888190.1693513028,870476.4113801845,-848.9708897847618,638.3775532776989,407525.9005288212,-2240.850394773424,-27.183816801627117,2213.666577971797,-0.48560361649297346,-1.0331266761190143,0.0,421975774.61430085,3450049605.9452066,7642421.937148154,1378066.0292330997,1141271.978322683,78028.27805452787,34530.20828376591
141,1,-479.0189730059006,142.82312234749847,20398.444277088514,-1182.1725441597482,-220.39667123506888,961.7758729246793,-0.6407995852934606,1.0361276102293129,0.0,93446750.17049187,1031609488.213604,30476519.97427715,7254545.637236926,7344034.353233163,3572693.939636663,4383304.929989614,136.93389970859425,76.1900173481371,5804.918743509434,-33.42107269006965,359.1758300321214,392.59690272219103,-0.3100313480548729,-0.7267346499881278,0.01871657754010695,9183873.550709382,148469169.26844648,22715865.117164608,2449648.0833604927,2196116.9009107766,451498.95919982885,652579.7638157743
142,1,-173.94573631380075,91.8829379539496,8442.47428704935,-665.5741080317288,41.89480304050608,707.4689110722348,-0.9876414307221273,2.908721204349386,0.0053475935828877,14473647.957331069,116079380.58695634,720478.5634379452,7620087.677426547,6011361.687018835,1174523.8481839527,1345821.6509195894,133.9630430638885,174.79136813102645,30552.02237311601,-97.96636733570608,594.676113596068,692.6424809317741,1.1671246624860359,0.6863201950104054,0.01871657754010695,18138296.61073992,38547944.310271114,61939368.690469354,1523440.208049394,1282271.1739087966,156079.8330244593,82339.46258534206
143,1,-54.333604551163646,45.50578819187662,2070.7767589639375,-136.1450379942312,56.925822774614744,193.07086076884593,0.6312799105578014,-0.26992882668611395,0.00267379679144385,1878571.0860898274,26198850.74872815,634839.8862981194,4161094.513271579,3142836.071040357,139409.95707484707,23520.157972379035,225.19786727086708,212.88166372587256,45318.602750695485,-267.58154122978385,515.019057423355,782.6005986531388,-0.6833049417835462,-0.6298340043877819,0.0106951871657754,35916223.13309191,541915010.0224367,116725077.88096951,3504832.1209368953,2759682.4687773553,68444.42322181667,8382.499189014306
144,1,62.61143084084838,53.96224139681122,2911.9234965677265,-411.695662839802,254.14619206686663,665.8418549066687,-4.143898858599486,34.47761805455803,0.0213903743315508,2555210.923421269,20717593.77379021,448562.28388920036,2186327.3177315923,1879456.2556021002,974901.9705999357,964315.0767004805,-583.1664593690411,226.45653048334535,51282.56019855432,-877.8859555627721,-117.5462575237068,760.3396980390653,0.4022289925238267,-0.8325444637567223,0.0,146370764.14481017,1704961327.7921085,1210504.995201282,647321.9647221615,524137.28043580195,100025.84129140613,122895.53389240454
